doc_id,row_idx
17011,1219
16139,1220
95265,1221
17192,1222
43539,1223
49036,1224
41912,1225
54435,1226
52207,1227
56817,1228
17846,1229
69181,1230
81851,1231
33325,1232
84336,1233
24256,1234
57459,1235
63051,1236
70838,1237
66269,1238
26224,1239
54977,1240
8952,1241
29903,1242
42024,1243
24519,1244
392,1245
82976,1246
94983,1247
23053,1248
39581,1249
44383,1250
43879,1251
71107,1252
25142,1253
37248,1254
48650,1255
33697,1256
20800,1257
90643,1258
37777,1259
23013,1260
47785,1261
30368,1262
13292,1263
14161,1264
71112,1265
90048,1266
18196,1267
65934,1268
31843,1269
43627,1270
40644,1271
91949,1272
75138,1273
71728,1274
62604,1275
40159,1276
14938,1277
98584,1278
66000,1279
54543,1280
47119,1281
4245,1282
67955,1283
65141,1284
84837,1285
14571,1286
17239,1287
12171,1288
53353,1289
59206,1290
29175,1291
39934,1292
50371,1293
75111,1294
95340,1295
2329,1296
61857,1297
63402,1298
32078,1299
39560,1300
87713,1301
49754,1302
64082,1303
31841,1304
51008,1305
94967,1306
15728,1307
84852,1308
58452,1309
20092,1310
41510,1311
16465,1312
53489,1313
98542,1314
18116,1315
74238,1316
41433,1317
96080,1318
27871,1319
55045,1320
22938,1321
71913,1322
50267,1323
13531,1324
70718,1325
11115,1326
34681,1327
14043,1328
22765,1329
10907,1330
37276,1331
1456,1332
63453,1333
24611,1334
85691,1335
52255,1336
58379,1337
79178,1338
86730,1339
69492,1340
6767,1341
93563,1342
84718,1343
81173,1344
91576,1345
77764,1346
92722,1347
3793,1348
71875,1349
20524,1350
29111,1351
59339,1352
24069,1353
30202,1354
11134,1355
68295,1356
22473,1357
69951,1358
84456,1359
27911,1360
93842,1361
41913,1362
11644,1363
32106,1364
31900,1365
68393,1366
43227,1367
80977,1368
36760,1369
26097,1370
15694,1371
32884,1372
21828,1373
44475,1374
37678,1375
32084,1376
76376,1377
12693,1378
81509,1379
34623,1380
47821,1381
15278,1382
64489,1383
16100,1384
35188,1385
67960,1386
71407,1387
18827,1388
